topic,subtopic,content
Gagal Jantung,Pengertian Gagal Jantung,"Gagal jantung adalah kondisi ketika jantung melemah sehingga tidak mampu memompa darah yang cukup ke seluruh tubuh. Kondisi ini dapat terjadi pada siapa saja, tetapi lebih sering terjadi pada orang berusia di atas 65 tahun.
Gagal jantung atau heart failure juga dikenal dengan gagal jantung kongestif. Terlepas dari namanya, kondisi ini bukan berarti jantung benar-benar berhenti berfungsi, melainkan jantung tidak bisa berfungsi dengan baik.

"
Gagal Jantung,Penyebab Gagal Jantung,"Gagal jantung disebabkan oleh kondisi atau penyakit yang menyebabkan jantung menjadi lemah, kaku, dan bekerja secara berlebihan dalam jangka panjang. Gagal jantung juga dapat disebabkan oleh kerusakan atau kelainan pada jantung, seperti pada otot atau katup jantung.
Berikut ini adalah sejumlah kondisi atau penyakit yang menyebabkan gagal jantung:
"
Gagal Jantung,Penyebab Gagal Jantung: 1. Penyakit jantung koroner,"Penyakit jantung koroner merupakan penyebab umum gagal jantung. Penyakit ini terjadi akibat adanya penyempitan pada pembuluh darah yang memasok darah ke jantung.
"
Gagal Jantung,Penyebab Gagal Jantung: 2. Hipertensi,"Hipertensi menyebabkan jantung bekerja lebih keras dalam memompa dan mengalirkan darah ke seluruh tubuh sehingga menyebabkan penebalan otot jantung. Jika dibiarkan, otot jantung akan melemah dan jantung tidak lagi mampu memompa darah secara efektif. Oleh karena itu, gagal jantung termasuk dalam kategori hypertensive heart disease.
"
Gagal Jantung,Penyebab Gagal Jantung: 3. Diabetes,"Penderita diabetes berisiko lebih tinggi untuk terkena penyakit jantung koroner, yaitu penyebab utama gagal jantung. Diabetes juga dapat menyebabkan kerusakan pada pembuluh darah dan saraf di jantung.
"
Gagal Jantung,Penyebab Gagal Jantung: 4. Kelainan atau kerusakan otot jantung (kardiomiopati),"Otot jantung memiliki peran penting dalam memompa darah. Jika otot jantung mengalami kerusakaan atau kelainan, pemompaan darah juga akan terganggu.
"
Gagal Jantung,Penyebab Gagal Jantung: 5. Radang otot jantung (miokarditis),"Peradangan pada otot jantung menyebabkan otot jantung tidak bekerja secara maksimal dalam memompa darah ke seluruh tubuh. Kondisi ini paling sering disebabkan oleh infeksi virus, termasuk COVID-19.
"
Gagal Jantung,Penyebab Gagal Jantung: 6. Penyakit katup jantung,"Katup jantung berfungsi mengatur aliran darah di dalam jantung. Jika katup ini rusak, maka aliran darah pun akan terganggu. Kondisi ini dapat menyebabkan otot jantung bekerja lebih keras.
"
Gagal Jantung,Penyebab Gagal Jantung: 7. Gangguan irama jantung (aritmia),"Aritmia dapat menyebabkan detak jantung menjadi terlalu lambat, terlalu cepat, atau tidak teratur. Kondisi ini membuat kerja jantung menjadi tidak efektif sehingga dapat mengubah struktur jantung dan akhirnya menimbulkan gagal jantung.
"
Gagal Jantung,Penyebab Gagal Jantung: 8. Penyakit jantung bawaan,"Pada beberapa kasus, bayi dapat terlahir dengan katup jantung yang tidak sempurna. Kondisi ini menyebabkan bagian jantung yang sehat harus bekerja lebih keras dalam memompa darah sehingga berpotensi mengakibatkan gagal jantung.
"
Gagal Jantung,Penyebab Gagal Jantung: 9. Kadar hormon tiroid yang tinggi (hipertiroidisme),"Tingginya kadar hormon tiroid dalam darah dapat meningkatkan denyut jantung dan membuat jantung bekerja lebih keras. Akibatnya, jantung bisa menjadi lelah dan tidak berfungsi dengan baik.
"
Gagal Jantung,Penyebab Gagal Jantung: 10. Anemia atau kurang darah,"Anemia menyebabkan penderitanya kekurangan hemoglobin, yaitu protein dalam darah yang berfungsi untuk menyalurkan oksigen ke seluruh tubuh. Kondisi ini membuat jantung bekerja lebih keras untuk mempercepat aliran darah.
"
Gagal Jantung,Penyebab Gagal Jantung: Faktor Risiko Gagal Jantung,"Meski dapat terjadi pada siapa saja, ada beberapa faktor yang dapat meningkatkan risiko terjadinya gagal jantung pada seseorang, yaitu:
- Berusia di atas 65 tahun
- Memiliki keluarga dengan riwayat gagal jantung
- Memiliki berat badan berlebih atau obesitas 
- Merokok
- Sering mengonsumsi makanan tinggi lemak dan kolesterol 
- Jarang berolahraga
- Mengonsumsi minuman beralkohol secara berlebihan
- Mengonsumsi obat-obatan tertentu, seperti obat pereda nyeri dan obat antihipertensi
"
Gagal Jantung,Gejala Gagal Jantung,"Gejala gagal jantung dapat bervariasi pada setiap penderitanya. Gejalanya juga bisa muncul secara tiba-tiba atau berkembang secara perlahan selama beberapa minggu atau beberapa bulan.
Gejala utama yang timbul akibat gagal jantung antara lain:
- Sesak napas
- Mudah lelah
- Pembengkakan di kaki dan pergelangan kaki
Selain beberapa gejala utama di atas, ada beberapa keluhan lain yang dapat muncul, yaitu:
- Batuk terus-menerus yang memburuk di malam hari
- Berat badan naik atau turun secara drastis
- Rasa cemas dan gelisah
- Hilang nafsu makan
- Perut kembung
- Mual
- Linglung atau penurunan kesadaran
Pada gagal jantung ringan, gejala mungkin tidak muncul meski penderita sedang beraktivitas. Akan tetapi, pada gagal jantung yang parah, gejala bisa muncul saat penderita beraktivitas atau ketika sedang beristirahat.
"
Gagal Jantung,Gejala Gagal Jantung: Kapan Harus ke Dokter,"Lakukan pemeriksaan jika Anda mengalami keluhan seperti yang telah disebutkan di atas, terutama jika terjadi secara terus-menerus dan makin memburuk.
Segera ke dokter atau rumah sakit terdekat jika gejala disertai dengan kondisi berikut:
- Nyeri dada
- Sangat lemas, seperti ingin pingsan
- Jantung berdebar
- Batuk yang disertai lendir berwarna kemerahan
- Sesak napas yang tidak mereda meski telah beristirahat
- Pembengkakan di lengan atau kaki
"
Gagal Jantung,Diagnosis Gagal Jantung,"Untuk mendiagnosis gagal jantung, dokter akan menanyakan gejala yang dialami pasien, riwayat kesehatan pasien dan keluarga, serta obat-obatan yang dikonsumsi.
Selanjutnya, dokter akan melakukan pemeriksaan fisik untuk melihat tanda-tanda gagal jantung, seperti pembengkakan di kaki atau pergelangan kaki. Dokter juga akan memeriksa detak jantung menggunakan stetoskop.
Dokter dapat melakukan beberapa pemeriksaan penunjang untuk memastikan diagnosis. Beberapa pemeriksaan tersebut adalah:
- Tes darah, untuk mendeteksi hormon brain natriuretic peptide (BNP) yang kadarnya akan meningkat bila terjadi gagal jantung, dan mendeteksi penyakit yang dapat menjadi penyebab gagal jantung
- Foto Rontgen dada, untuk mendeteksi pembesaran jantung atau penumpukan cairan dalam paru-paru yang umum terjadi pada penderita gagal jantung
- Elektrokardiografi, untuk merekam perubahan aktivitas listrik jantung atau mendeteksi gangguan irama jantung yang bisa menjadi penyebab gagal jantung
- Ekokardiografi, untuk melihat struktur organ jantung secara lebih jelas dengan bantuan gelombang suara berfrekuensi tinggi
- CT scan atau MRI jantung, untuk memperoleh gambaran yang lebih detail mengenai kondisi organ jantung
- Katerisasi jantung, untuk mendeteksi penyumbatan pada pembuluh darah jantung
"
Gagal Jantung,Pengobatan Gagal Jantung,"Gagal jantung merupakan kondisi yang terjadi dalam jangka panjang. Oleh sebab itu, pengobatan yang dilakukan bertujuan untuk:
- Meringankan gejala gagal jantung
- Meningkatkan kekuatan jantung
- Mencegah terjadinya komplikasi
Metode pengobatan gagal jantung akan disesuaikan dengan usia pasien, penyebab dan tingkat keparahannya, serta penyakit lain yang menyertai. Metode pengobatan gagal jantung dapat berupa:
"
Gagal Jantung,Pengobatan Gagal Jantung: Obat-obatan,"Obat-obatan yang diberikan oleh dokter bertujuan untuk meningkatkan kekuatan otot jantung, mengurangi beban kerja jantung, dan meredakan gejala. Beberapa jenis obat yang dapat diresepkan adalah:
- Diuretik, seperti spironolactone, furosemide, indapamide, dan acetazolamide untuk mencegah pengumpulan cairan di dalam tubuh
- Penghambat beta, seperti carvedilol dan bisoprolol, untuk memperlambat jantung dan menurunkan tekanan darah
- ACE inhibitor, seperti lisinopril, ramipril, dan perindopril, untuk mengurangi ketegangan pada pembuluh darah, menurunkan tekanan darah, dan melancarkan aliran darah
- Angiotensin II receptor blockers (ARB), seperti candesartan, valsartan, dan telmisartan, untuk mengurangi ketegangan pada pembuluh darah pada pasien yang tidak cocok dengan ACE inhibitor

- Digoxin, untuk meningkatkan kekuatan otot jantung
- Ivabradine, untuk memperlambat laju denyut jantung
- Tolvaptan, untuk mengembalikan kadar natrium darah yang dapat menurun pada pasien gagal jantung
- Empagliflozin, untuk menurunkan tekanan darah dan beban kerja jantung pada pasien yang juga memiliki diabetes tipe 2.
Untuk gagal jantung yang sudah membutuhkan rawat inap berkali-kali, dokter juga mungkin akan memberikan vericiguatÂ untuk meringankan kerja jantung dan menurunkan risiko terjadinya komplikasi lebih lanjut.Â Dobutamin juga bisa diberikan untuk menguatkan pompa jantung, tetapi hanya untuk jangka pendek.
Gagal jantung kronis juga dapat diatasi dengan obat kombinasi seperti sacubitril-valsartan. Obat ini bekerja dengan mengontrol volume darah dan meringankan beban jantung dalam memompa darah. Biasanya, obat ini tetap akan dikombinasikan dengan obat gagal jantung lain.
"
Gagal Jantung,Pengobatan Gagal Jantung: Operasi,"Selain obat-obatan, dokter juga dapat melakukan tindakan operasi untuk menangani penyebab kerusakan jantung. Prosedur operasi yang dapat dilakukan antara lain:
- Operasi katup jantung, untuk memperbaiki atau mengganti katup jantung yang rusak
- Operasi bypass jantung, untuk membuat aliran darah baru menggunakan pembuluh dari bagian tubuh lain
- Operasi angioplasty dan pemasangan ring (stent), untuk membuka aliran darah yang tersumbat, dengan memasukkan balon dan memasang ring pada jantung
- Operasi transplantasi jantung, untuk mengganti jantung yang rusak dengan jantung baru yang diperoleh dari donor
"
Gagal Jantung,Pengobatan Gagal Jantung: Pemasangan implan,"Dokter juga dapat menanam alat yang dapat membantu kerja jantung agar mampu memompa darah secara efisien. Berikut ini adalah beberapa jenis alat tersebut:
- Alat pacu jantung
Alat pacu jantung bekerja dengan cara memberikan rangsangan listrik pada jantung agar dapat memompa darah secara efisien. Alat ini dipasang di balik kulit area dada.
- Implantable Cardioverter-Defibrillator (ICD)
Perangkat ini dihubungkan ke jantung untuk memonitor detak jantung. Jika detak jantung melemah atau berhenti, maka ICD akan mengirim sinyal kejut agar jantung dapat berdetak kembali.
- Left Ventricular Assist Device (LVAD)
Perangkat ini dipasang di bagian luar jantung untuk membantu jantung memompa darah. LVAD umumnya digunakan pada pasien yang sedang menunggu donor untuk transplantasi jantung.
"
Gagal Jantung,Komplikasi Gagal Jantung,"Jika tidak segera ditangani, gagal jantung dapat memicu munculnya gangguan lain pada jantung, seperti gangguan katup jantung dan gangguan irama jantung (aritmia). Selain itu, pemompaan darah yang tidak maksimal ke seluruh tubuh juga dapat mengakibatkan komplikasi, seperti:
- Gagal ginjal
- Kerusakan hati
- Penumpukan cairan pada paru-paru (edema paru)
- Tingginya tekanan darah pada arteri di paru-paru (hipertensi pulmonal)
- Serangan jantung
- Malnutrisi
- Stroke
- Kegagalan fungsi pada banyak organ tubuh (kegagalan multiorgan)
- Kematian mendadak
"
Gagal Jantung,Pencegahan Gagal Jantung,"Untuk mencegah terjadinya gagal jantung, cara terbaik yang dapat dilakukan adalah menjalani pola hidup sehat, seperti:
- Menjaga berat badan agar tetap ideal, atau mengurangi berat badan jika memiliki berat badan berlebih
- Mengonsumsi makanan yang tinggi serat atau tinggi protein, seperti sayur, buah, ikan, dan biji-bijian atau serealia

- Mengurangi asupan gula dan garam
- Mengurangi konsumsi minuman beralkohol
- Berolahraga secara rutin, setidaknya 30 menit setiap hari
- Mencukupi waktu tidur dan istirahat
- Mengelola stres dengan baik
- Tidak merokok
Selain dengan menjalani pola hidup sehat, gagal jantung juga dapat dicegah dengan menjalani pemeriksaan kesehatan secara rutin, seperti pemeriksaan tekanan darah, gula darah, dan kolesterol.
Bagi penderita kondisi atau penyakit yang dapat menyebabkan gagal jantung, seperti penyakit jantung atau diabetes, jalani pengobatan yang telah diberikan oleh dokter dan lakukan kontrol secara rutin.
"
Serangan Jantung,Pengertian Serangan Jantung,"Serangan jantung adalah gangguan jantung serius ketika otot jantung tidak mendapat aliran darah. Kondisi ini akan mengganggu fungsi jantung dalam mengalirkan darah ke seluruh tubuh. Serangan jantung dapat menyebabkan kematian bila tidak segera tertangani.
Serangan jantung, atau disebut juga infark miokard, terjadi akibat terhambatnya aliran darah ke otot jantung. Penyebab utama kondisi ini adalahÂ penyakit jantung koroner.

Penyakit jantung koroner terjadi ketika pembuluh darah koroner yang memasok darah ke jantung tersumbat. Penyumbatan ini terjadi karena timbunan kolesterol yang membentuk plak di dinding pembuluh darah.
"
Serangan Jantung,Penyebab Serangan Jantung,"Sama seperti organ lain di dalam tubuh, jantung membutuhkan pasokan darah yang mengandung oksigen secara terus menerus. Jika tidak mendapatkan pasokan darah yang cukup, otot-otot jantung akan rusak dan jantung tidak bisa mengalirkan darah ke seluruh tubuh.
Serangan jantung terjadi ketika pasokan darah ke otot jantung terganggu. Beberapa faktor yang dapat menyebabkan terjadinya serangan jantung, yaitu:
"
Serangan Jantung,Penyebab Serangan Jantung: Penyakit jantung koroner,"Penyakit jantung koronerÂ merupakan penyebab utama serangan jantung. Kondisi ini terjadi ketika satu atau lebih pembuluh yang memberi pasokan darah ke jantung (pembuluh darah koroner) tersumbat. Penyumbatan tersebut dapat disebabkan oleh penumpukan plak kolesterol (aterosklerosis) atau gumpalan darah.
"
Serangan Jantung,Penyebab Serangan Jantung: PenyalahgunaanÂ NAPZA,"NAPZA, seperti kokain,Â amphetamine, danÂ methamphetamine, dapat menyebabkan penyempitan pembuluh darah koroner hingga memicu serangan jantung.
"
Serangan Jantung,Penyebab Serangan Jantung: Kekurangan oksigen dalam darah (hipoksia),"Kadar oksigen dalam darah bisa menurun akibatÂ keracunan karbon monoksida atau kerusakan fungsi paru-paru. Kondisi ini menyebabkan jantung kekurangan oksigen sehingga terjadi serangan jantung.
"
Serangan Jantung,Penyebab Serangan Jantung: Faktor Risiko Serangan Jantung,"Seperti yang telah disebutkan sebelumnya, penyakitÂ jantung koronerÂ merupakan penyebab utama terjadinya serangan jantung. Oleh sebab itu, orang dengan faktor risiko penyakit jantung koroner juga berisiko terkena serangan jantung, antara lain;
- Berusia lanjut (â¥45 tahun pada pria atau â¥55 tahun pada wanita)
- Menderita tekanan darah tinggi atau hipertensi
- MenderitaÂ kolesterol tinggiÂ atauÂ trigliserida tinggi

- Mengalami diabetes
- Mengalami obesitas
- MengalamiÂ stres

- Memiliki keluarga yang pernah mengalami serangan jantung
- Jarang berolahraga
- Merokok
Risiko terjadinya serangan jantung juga lebih tinggi pada penderita penyakit autoimun, seperti lupus, dan wanita yang mengalami preeklamsiaÂ saat hamil.
"
Serangan Jantung,Gejala Serangan Jantung,"Serangan jantung bisa muncul secara mendadak dengan beberapa gejala berikut:
- Nyeri dada sebelah kiriÂ seperti tertekan atau tertindih, yang dapat menjalar ke daerah leher,Â rahang, lengan, atau punggung
- Gangguan pencernaan, seperti mual, muntah, atauÂ sakit perut

- Batuk atau mengi

- Sesak napas
- Pusing
- Keringat dingin
- Gelisah dan cemas
- Penurunan kesadaran
Serangan jantung tidak selalu muncul mendadak. Terkadang, beberapa hari atau minggu sebelumnya, penderita sudah merasakan nyeri dada (angina) yang muncul saat beraktivitas dan mereda saat beristirahat.
Bahkan, pada beberapa kasus, serangan jantung tidak menimbulkan gejala sama sekali, terutama pada penderitaÂ diabetes, wanita, dan lansia.
"
Serangan Jantung,Gejala Serangan Jantung: Kapan Harus ke Dokter,"Serangan jantung adalah kondisi gawat darurat yang perlu ditangani secepatnya. Segera hubungi layanan ambulans di nomor 119 apabila Anda menemukan seseorang di sekitar Anda yangÂ tidak sadarkan diriÂ dan mengalamiÂ henti jantung (tidak ada detak jantung danÂ denyut nadi).
Sambil menunggu bantuan medis datang, lakukan pertolongan pertama berupa cardiopulmonary resuscitationÂ (CPR) atau resusitasi jantung paru (RJP). Namun, jika memungkinkan, bawalah penderita langsung ke instalasi gawat darurat (IGD) rumah sakit terdekat.
Pada beberapa orang, gejala angina dapat terjadi sebelum gejalaÂ serangan jantung muncul. Konsultasikan dengan dokter bila muncul gejala angina, sebelum serangan jantung terjadi.
"
Serangan Jantung,Diagnosis Serangan Jantung,"Orang yang mengalami gejala serangan jantung perlu segera dibawa ke IGD rumah sakit terdekat agar mendapatkan penanganan. Dokter IGD akan segera memastikan diagnosis dan memberikan penanganan awal secepatnya.
Beberapa pemeriksaan yang dilakukan dokter untuk memastikan serangan jantung, yakni:
"
